Rank,Name,Platform,Year,Publisher,NA_Sales
3923,9710,19,2007.0,53,0.08
3924,5098,27,2015.0,549,0.3
3925,7234,4,2007.0,359,0.17
3926,3145,19,2007.0,465,0.36
3927,6490,16,2006.0,138,0.42
3928,3952,19,2009.0,138,0.18
3929,7640,30,2016.0,323,0.27
3930,6334,26,2010.0,494,0.47
3931,11110,29,2004.0,101,0.37
3932,9753,16,2007.0,494,0.25
3933,3130,25,2000.0,466,0.0
3934,1119,28,2006.0,138,0.42
3935,8071,18,2015.0,138,0.18
3936,2829,13,2008.0,433,0.0
3937,2442,6,2004.0,53,0.36
3938,2197,13,2012.0,66,0.26
3939,7107,4,2007.0,488,0.46
3940,6347,29,2004.0,325,0.37
3941,8644,16,2004.0,275,0.25
3942,7958,0,1988.0,21,0.47
3943,1249,16,2005.0,85,0.22
3944,3797,30,2015.0,21,0.29
3945,11093,17,2014.0,66,0.14
3946,6035,16,2002.0,241,0.25
3947,4080,4,2009.0,176,0.12
3948,6527,15,1997.0,456,0.28
3949,9743,6,2004.0,488,0.36
3950,2907,28,2012.0,91,0.1
3951,6492,28,2008.0,138,0.45
3952,8855,16,2006.0,446,0.42
3953,5266,16,2003.0,549,0.25
3954,10974,28,,66,0.23
3955,5897,0,1983.0,53,0.47
3956,254,28,2011.0,138,0.27
3957,7511,28,2011.0,275,0.1
3958,10193,17,2006.0,138,0.31
3959,5893,29,2003.0,494,0.42
3960,532,17,2009.0,362,0.22
3961,6056,17,2011.0,85,0.0
3962,2443,4,2005.0,53,0.14
3963,550,7,2006.0,488,0.39
3964,934,15,2001.0,488,0.28
3965,10004,16,2001.0,529,0.25
3966,4139,16,2006.0,137,0.25
3967,2217,16,2008.0,126,0.25
3968,1422,0,1982.0,21,0.47
3969,160,16,2002.0,21,0.25
3970,1677,16,2008.0,545,0.25
3971,10830,28,2015.0,494,0.27
3972,5122,28,2014.0,549,0.2
3973,568,26,2010.0,6,0.34
3974,978,26,2007.0,138,0.43
3975,10160,2,2012.0,465,0.22
3976,895,17,2011.0,362,0.27
3977,5433,26,2006.0,138,0.46
3978,8097,10,2000.0,488,0.4
3979,1855,28,2007.0,275,0.46
3980,9099,16,2002.0,21,0.24
3981,9525,6,2001.0,359,0.13
3982,3282,26,2011.0,359,0.27
3983,9387,16,2004.0,63,0.0
3984,253,4,2010.0,126,0.27
3985,6399,28,2007.0,138,0.45
3986,8953,4,2004.0,21,0.41
3987,653,15,1995.0,255,0.28
3988,1961,29,2004.0,500,0.3
3989,7671,15,1997.0,13,0.11
3990,2923,20,2013.0,138,0.11
3991,9091,16,2002.0,288,0.24
3992,10043,17,2009.0,138,0.2
3993,9743,16,2004.0,488,0.24
3994,5817,28,2013.0,275,0.29
3995,5438,16,2010.0,138,0.41
3996,5509,28,2012.0,494,0.47
3997,263,30,2014.0,446,0.22
3998,10030,4,2008.0,525,0.46
3999,6050,16,2004.0,85,0.11
4000,1288,28,2011.0,126,0.28
4001,2563,26,2009.0,21,0.29
4002,10365,7,2004.0,21,0.38
4003,8971,16,2003.0,488,0.24
4004,9309,23,1996.0,347,0.0
4005,2659,17,2008.0,347,0.09
4006,8616,16,2005.0,21,0.24
4007,7775,6,2001.0,525,0.36
4008,9400,16,2008.0,347,0.0
4009,7306,15,1996.0,456,0.0
4010,10336,16,2007.0,137,0.41
4011,3031,16,2005.0,21,0.41
4012,2803,17,2012.0,126,0.21
4013,5796,16,2002.0,241,0.24
4014,9811,28,2014.0,66,0.25
4015,7811,0,1982.0,53,0.46
4016,6745,16,2007.0,488,0.24
4017,7700,0,1981.0,53,0.46
4018,3506,0,1982.0,36,0.46
4019,7922,2,2011.0,347,0.19
4020,1289,26,2007.0,488,0.46
4021,147,28,2011.0,347,0.3
4022,7889,2,2011.0,85,0.16
4023,9349,2,2011.0,446,0.26
4024,10362,28,2006.0,21,0.44
4025,10365,6,2004.0,21,0.35
4026,6157,17,2011.0,456,0.21
4027,4276,0,1980.0,21,0.46
4028,2472,17,2015.0,465,0.0
4029,5177,20,2014.0,549,0.09
4030,9999,16,2005.0,53,0.41
4031,4773,28,2010.0,465,0.2
4032,5261,28,2012.0,549,0.31
4033,10848,7,2002.0,488,0.38
4034,8851,2,2013.0,446,0.24
4035,7439,6,2003.0,488,0.35
4036,3668,29,2004.0,138,0.34
4037,10613,26,2008.0,443,0.45
4038,8978,4,2006.0,488,0.45
4039,10059,7,2003.0,138,0.35
4040,3721,16,2005.0,465,0.12
4041,2936,4,2008.0,138,0.12
4042,5976,16,2006.0,347,0.0
4043,5562,23,1993.0,359,0.0
4044,8318,29,2006.0,545,0.37
4045,10466,26,2009.0,21,0.24
4046,7322,2,2014.0,359,0.18
4047,2946,10,1997.0,138,0.16
4048,2427,28,2008.0,53,0.24
4049,599,4,2010.0,21,0.42
4050,5687,13,2010.0,138,0.2
4051,2344,28,2012.0,66,0.28
4052,4443,21,1997.0,446,0.0
4053,9702,17,2013.0,6,0.07
4054,574,16,2004.0,53,0.24
4055,11072,16,2009.0,456,0.0
4056,634,16,2003.0,529,0.24
4057,2804,2,2012.0,126,0.36
4058,5109,4,2013.0,549,0.28
4059,9541,16,2003.0,347,0.0
4060,292,28,2008.0,53,0.14
4061,6902,15,2001.0,53,0.0
4062,10466,16,2009.0,21,0.25
4063,3260,19,2008.0,446,0.0
4064,8796,13,2008.0,88,0.0
4065,1693,7,2001.0,17,0.36
4066,9016,16,2003.0,325,0.24
4067,2909,17,2014.0,91,0.07
4068,7037,29,2002.0,347,0.36
4069,658,26,2009.0,555,0.45
4070,2131,15,1999.0,164,0.27
4071,4476,4,2008.0,525,0.08
4072,483,2,2011.0,525,0.27
4073,6024,16,2001.0,224,0.0
4074,9144,2,2011.0,359,0.31
4075,9577,16,2005.0,347,0.07
4076,8667,23,1995.0,488,0.0
4077,1676,4,2007.0,545,0.42
4078,3042,13,2008.0,525,0.01
4079,725,17,2015.0,138,0.12
4080,3953,26,2007.0,138,0.38
4081,7782,4,2008.0,525,0.44
4082,2896,17,2009.0,549,0.19
4083,8828,20,2012.0,446,0.12
4084,8322,28,2007.0,323,0.43
4085,1953,26,2009.0,138,0.33
4086,8340,4,2007.0,525,0.0
4087,8618,16,2007.0,21,0.4
4088,5824,20,2012.0,275,0.16
4089,1412,4,2006.0,359,0.16
4090,5430,6,2005.0,21,0.35
4091,157,26,2009.0,347,0.15
4092,10071,26,2007.0,138,0.42
4093,5567,2,2014.0,359,0.15
4094,6676,6,2004.0,566,0.35
4095,11351,15,1999.0,275,0.0
4096,6483,29,2004.0,138,0.36
4097,8650,26,2009.0,275,0.23
4098,5920,0,1983.0,53,0.45
4099,9979,23,1991.0,275,0.0
4100,11315,28,2008.0,323,0.27
4101,1902,28,2008.0,109,0.22
4102,4485,28,2010.0,21,0.2
4103,4524,16,2003.0,53,0.24
4104,2079,16,2006.0,488,0.4
4105,2679,15,1999.0,17,0.27
4106,7254,26,2008.0,482,0.42
4107,10193,28,2006.0,138,0.44
4108,11215,15,1998.0,21,0.27
4109,11182,13,2014.0,22,0.08
4110,8002,19,2009.0,292,0.24
4111,6884,4,2010.0,85,0.25
4112,1677,28,2008.0,545,0.22
4113,50,19,2010.0,138,0.09
4114,8364,16,2003.0,288,0.24
4115,3598,4,2008.0,494,0.44
4116,289,10,1998.0,17,0.44
4117,3971,10,1999.0,383,0.25
4118,6417,16,2008.0,138,0.4
4119,1025,16,2007.0,488,0.24
4120,2940,27,2012.0,138,0.18
4121,3972,4,2005.0,430,0.41
4122,10751,15,1999.0,21,0.27
4123,10568,17,2011.0,530,0.26
4124,3257,13,2014.0,446,0.0
4125,10163,16,2000.0,138,0.23
4126,6671,26,2010.0,138,0.18
4127,8748,27,2015.0,21,0.25
4128,10805,28,2008.0,323,0.16
4129,6741,4,2011.0,494,0.45
4130,3238,26,2010.0,359,0.38
4131,6488,15,1999.0,10,0.27
4132,8955,26,2007.0,21,0.42
4133,5896,6,2001.0,422,0.34
4134,2652,17,2007.0,500,0.14
4135,10340,26,2008.0,137,0.14
4136,3136,4,2009.0,465,0.12
4137,2959,28,2014.0,323,0.25
4138,10192,29,2005.0,138,0.35
4139,2953,28,2006.0,138,0.19
4140,10666,16,2009.0,488,0.19
4141,3703,0,1981.0,21,0.45
4142,3270,26,2008.0,558,0.06
4143,8670,26,2008.0,138,0.37
4144,11175,16,2002.0,232,0.23
4145,1292,4,2009.0,488,0.35
4146,2768,26,2008.0,525,0.15
4147,8865,17,,577,0.0
4148,3040,16,2000.0,456,0.14
4149,2377,0,1989.0,21,0.45
4150,261,15,1996.0,17,0.24
4151,6387,10,1998.0,138,0.45
4152,1033,2,2015.0,359,0.16
4153,4798,0,,527,0.44
4154,1902,17,2008.0,109,0.23
4155,10660,28,2008.0,325,0.25
4156,11228,16,2002.0,21,0.23
4157,9190,28,2012.0,85,0.31
4158,9836,16,2006.0,138,0.39
4159,6271,26,2009.0,138,0.19
4160,3907,4,2006.0,525,0.43
4161,2404,28,2010.0,138,0.33
4162,9364,23,1995.0,97,0.0
4163,3508,15,2000.0,325,0.26
4164,1324,4,2005.0,275,0.37
4165,6612,17,2014.0,347,0.15
4166,1978,17,2013.0,21,0.23
4167,11067,15,1995.0,413,0.26
4168,4260,16,2001.0,456,0.23
4169,8647,17,2012.0,275,0.21
4170,51,28,2014.0,138,0.14
4171,10841,26,2010.0,488,0.3
4172,2467,26,2011.0,465,0.0
4173,10737,16,2000.0,142,0.05
4174,7177,26,2008.0,525,0.42
4175,5177,27,2014.0,549,0.23
4176,2036,6,2002.0,359,0.0
4177,10708,16,2006.0,465,0.04
4178,4194,16,2002.0,488,0.23
4179,8461,28,2007.0,323,0.41
4180,2940,20,2012.0,138,0.0
4181,10780,20,2011.0,446,0.05
4182,10898,13,2009.0,488,0.0
4183,1697,19,2007.0,446,0.1
4184,1474,4,2010.0,281,0.0
4185,8955,4,2007.0,21,0.41
4186,2209,17,2015.0,126,0.14
4187,5089,16,2005.0,325,0.23
4188,965,10,1998.0,359,0.27
4189,547,10,1997.0,509,0.28
4190,7646,10,1998.0,275,0.38
4191,6022,15,1999.0,223,0.0
4192,2346,10,1997.0,325,0.38
4193,984,26,2009.0,138,0.34
4194,10075,13,2010.0,138,0.0
4195,1958,28,2005.0,500,0.3
4196,1580,0,1987.0,21,0.44
4197,7940,28,2011.0,446,0.28
4198,10033,26,2009.0,126,0.29
4199,6349,16,2006.0,325,0.23
4200,6664,29,2006.0,138,0.35
4201,10193,26,,138,0.43
4202,6499,30,2015.0,138,0.37
4203,2922,13,2011.0,138,0.04
4204,5388,15,1999.0,91,0.26
4205,8958,4,2007.0,21,0.43
4206,5510,28,2013.0,494,0.44
4207,9345,23,1995.0,224,0.0
4208,11151,16,2005.0,275,0.0
4209,10081,13,2011.0,138,0.0
4210,1292,16,2009.0,488,0.27
4211,2388,16,2003.0,91,0.23
4212,6498,28,2014.0,138,0.35
4213,7267,6,2006.0,126,0.33
4214,11136,16,2005.0,21,0.39
4215,4342,2,2012.0,281,0.0
4216,6514,15,1996.0,138,0.26
4217,10962,26,2010.0,367,0.0
4218,5035,6,2005.0,525,0.33
4219,5408,17,2011.0,488,0.24
4220,5746,4,2008.0,85,0.22
4221,1680,4,2007.0,232,0.43
4222,3645,16,2004.0,53,0.23
4223,1865,7,2005.0,359,0.36
4224,5839,7,2004.0,275,0.3
4225,4306,4,2007.0,525,0.46
4226,5644,16,2002.0,21,0.23
4227,5836,16,2007.0,275,0.23
4228,9957,4,2008.0,545,0.26
4229,4403,6,2001.0,488,0.33
4230,5407,17,2007.0,488,0.35
4231,1487,6,2004.0,359,0.25
4232,2078,29,2005.0,488,0.34
4233,2431,6,2002.0,241,0.33
4234,1458,0,,53,0.43
4235,1649,26,2011.0,184,0.44
4236,7785,15,1999.0,525,0.26
4237,1676,26,2007.0,545,0.4
4238,2897,17,2011.0,549,0.21
4239,2249,6,2005.0,126,0.33
4240,8125,16,2002.0,546,0.2
4241,9482,19,2007.0,456,0.25
4242,9286,23,1992.0,347,0.0
4243,4862,16,2001.0,488,0.13
4244,1682,23,1993.0,347,0.0
4245,9217,6,2002.0,21,0.33
4246,11093,13,2014.0,66,0.12
4247,10903,17,2011.0,488,0.13
4248,9558,6,2004.0,488,0.33
4249,476,2,2012.0,359,0.2
4250,8630,4,2008.0,494,0.38
4251,125,19,2006.0,456,0.37
4252,2349,4,2008.0,494,0.27
4253,8694,16,2007.0,456,0.23
4254,1064,16,2005.0,525,0.38
4255,10865,26,2010.0,275,0.36
4256,10460,4,2011.0,21,0.34
4257,2438,16,2005.0,53,0.38
4258,8328,6,2001.0,488,0.33
4259,9957,17,2008.0,545,0.19
4260,4230,15,1999.0,325,0.26
4261,1063,19,2006.0,525,0.23
4262,320,4,2008.0,488,0.42
4263,5560,2,2016.0,359,0.04
4264,6523,15,1996.0,456,0.26
4265,1978,28,2013.0,21,0.26
4266,1065,16,2005.0,525,0.38
4267,10779,17,2011.0,446,0.09
4268,2676,30,2014.0,138,0.3
4269,3740,0,1983.0,53,0.43
4270,9998,16,2002.0,456,0.22
4271,4511,16,2003.0,456,0.22
4272,8098,6,2001.0,488,0.33
4273,1671,6,2003.0,545,0.33
4274,9086,17,2009.0,288,0.19
4275,3062,17,2015.0,273,0.11
4276,897,4,2006.0,446,0.3
4277,5439,26,2011.0,138,0.43
4278,5115,4,2009.0,549,0.33
4279,5426,30,2015.0,549,0.26
4280,644,4,2011.0,488,0.37
4281,4472,16,2009.0,456,0.22
4282,6013,16,2002.0,224,0.0
4283,1574,28,2008.0,138,0.18
4284,10337,19,2006.0,137,0.09
4285,8748,28,2015.0,21,0.24
4286,9844,28,2007.0,446,0.3
4287,9093,15,2000.0,21,0.25
4288,8337,26,2010.0,549,0.29
4289,9469,20,2015.0,347,0.08
4290,925,15,1999.0,542,0.25
4291,2017,16,2005.0,368,0.22
4292,1115,19,2007.0,138,0.02
4293,6370,28,2006.0,138,0.42
4294,10753,28,2009.0,525,0.24
4295,8919,23,1994.0,491,0.0
4296,8,16,2002.0,53,0.14
4297,7778,28,2013.0,525,0.19
4298,6125,6,2003.0,359,0.0
4299,4234,17,2010.0,500,0.22
4300,11478,26,2009.0,21,0.42
4301,7616,2,2015.0,359,0.05
4302,3949,28,2010.0,138,0.21
4303,10382,29,2003.0,323,0.36
4304,2206,26,2010.0,126,0.43
4305,10911,15,1995.0,456,0.25
4306,7266,26,2007.0,126,0.39
4307,7829,17,2011.0,488,0.2
4308,1877,17,2011.0,456,0.0
4309,7143,20,2015.0,362,0.13
4310,9585,17,2009.0,347,0.0
4311,10166,30,2014.0,465,0.26
4312,2662,19,2009.0,526,0.03
4313,46,6,2005.0,488,0.33
4314,9574,20,2013.0,347,0.15
4315,5958,15,1999.0,53,0.25
4316,5177,2,2014.0,549,0.21
4317,640,26,2007.0,21,0.42
4318,4599,23,1996.0,275,0.0
4319,10135,18,2014.0,502,0.12
4320,4580,16,2005.0,275,0.0
4321,2799,7,2003.0,53,0.34
4322,1677,26,2008.0,545,0.36
4323,6310,29,2004.0,138,0.34
4324,4432,23,1995.0,148,0.0
4325,10011,4,2007.0,296,0.42
4326,7199,7,2002.0,241,0.23
4327,6123,4,2012.0,21,0.03
4328,10029,16,2002.0,60,0.22
4329,7895,20,2012.0,456,0.21
4330,6336,26,2012.0,494,0.39
4331,1966,2,2011.0,526,0.13
4332,9783,29,,545,0.32
4333,1009,4,2008.0,525,0.41
4334,6474,16,2006.0,138,0.38
4335,10940,13,2014.0,525,0.14
4336,4794,26,2008.0,275,0.42
4337,5508,28,2011.0,494,0.4
4338,2789,28,2008.0,21,0.3
4339,3563,0,1985.0,21,0.42
4340,6437,15,1998.0,10,0.25
4341,424,16,2005.0,325,0.22
4342,11157,15,1998.0,347,0.0
4343,8383,28,2007.0,446,0.12
4344,6506,16,2004.0,138,0.22
4345,9493,28,2008.0,325,0.26
4346,9078,29,2003.0,21,0.34
4347,10180,26,2007.0,288,0.39
4348,7222,0,1981.0,53,0.42
4349,8960,17,2010.0,21,0.26
4350,2897,28,2011.0,549,0.3
4351,6232,4,2007.0,525,0.41
4352,7293,18,2016.0,138,0.17
4353,7997,26,2009.0,292,0.42
4354,7515,17,2015.0,275,0.08
4355,383,15,1998.0,21,0.25
4356,10465,4,2009.0,21,0.27
4357,7013,26,2009.0,275,0.09
4358,11345,6,2004.0,275,0.32
4359,8711,17,2009.0,456,0.11
4360,3619,20,2013.0,347,0.0
4361,8278,26,2009.0,359,0.1
4362,11145,16,2001.0,275,0.0
4363,6905,18,2015.0,347,0.08
4364,8950,16,2003.0,488,0.22
4365,3078,23,1993.0,492,0.0
4366,7721,10,1998.0,177,0.36
4367,7342,10,2000.0,359,0.36
4368,2818,17,2008.0,53,0.19
4369,1863,26,2009.0,275,0.26
4370,2924,2,2014.0,138,0.09
4371,7180,26,2007.0,525,0.41
4372,756,4,2007.0,21,0.41
4373,9662,6,2001.0,241,0.32
4374,8528,16,2006.0,500,0.22
4375,7139,15,1995.0,55,0.0
4376,619,4,2009.0,21,0.21
4377,6611,28,2012.0,347,0.26
4378,4199,6,2004.0,488,0.32
4379,10752,28,2008.0,446,0.16
4380,5666,0,,53,0.42
4381,5970,15,1995.0,347,0.0
4382,8648,28,,275,0.25
4383,8716,16,2009.0,456,0.0
4384,8184,19,2010.0,456,0.17
4385,3135,15,1999.0,463,0.0
4386,2218,16,2008.0,126,0.09
4387,6374,28,2009.0,138,0.4
4388,8287,16,2004.0,500,0.04
4389,10363,17,2007.0,21,0.36
4390,6522,15,1994.0,456,0.25
4391,10847,29,2005.0,488,0.34
4392,1074,28,2010.0,6,0.38
4393,11204,19,2007.0,488,0.04
4394,6383,7,2004.0,138,0.35
4395,2014,0,1987.0,53,0.42
4396,10833,7,2004.0,488,0.35
4397,2471,4,2005.0,465,0.13
4398,128,29,2003.0,17,0.36
4399,10871,15,2000.0,137,0.25
4400,8757,16,2002.0,138,0.22
4401,10722,15,1996.0,275,0.14
4402,5598,27,2015.0,359,0.13
4403,1346,26,2008.0,138,0.18
4404,4517,0,1981.0,507,0.42
4405,8333,16,2004.0,488,0.22
4406,5565,6,2004.0,359,0.32
4407,1677,19,2008.0,545,0.11
4408,4789,26,2009.0,275,0.24
4409,2178,4,2009.0,6,0.42
4410,4703,30,2013.0,525,0.3
4411,11343,16,2004.0,275,0.22
4412,7115,17,2013.0,6,0.21
4413,5512,16,2006.0,462,0.37
4414,4503,16,2005.0,456,0.37
4415,11152,29,2005.0,275,0.06
4416,6378,10,1999.0,138,0.42
4417,9641,16,2004.0,275,0.22
4418,8983,16,2005.0,488,0.37
4419,2209,28,2015.0,126,0.19
4420,10424,4,2009.0,549,0.3
4421,10121,16,2002.0,545,0.22
4422,2209,27,2015.0,126,0.2
4423,10719,16,2004.0,21,0.22
4424,11221,29,2005.0,21,0.3
4425,3247,26,2009.0,347,0.41
4426,10462,28,2012.0,21,0.28
4427,5856,17,2013.0,120,0.14
4428,10132,4,2004.0,138,0.4
4429,8930,16,2003.0,138,0.22
4430,9838,29,2006.0,138,0.33
4431,2286,28,2013.0,85,0.26
4432,7293,30,2016.0,138,0.26
4433,11161,15,1996.0,347,0.0
4434,10205,29,2002.0,138,0.35
4435,718,16,2005.0,138,0.37
4436,3398,26,2009.0,126,0.19
4437,765,26,2009.0,109,0.25
4438,73,29,2005.0,545,0.33
4439,2037,6,2003.0,359,0.0
4440,4346,15,1997.0,164,0.25
4441,6679,28,2011.0,138,0.18
4442,1414,15,1999.0,466,0.07
4443,6775,17,2012.0,500,0.19
4444,1410,28,2011.0,525,0.28
4445,5118,29,2006.0,288,0.33
4446,3007,26,2008.0,525,0.1
4447,6257,4,2007.0,525,0.4
4448,9800,28,2007.0,494,0.36
4449,3836,16,2005.0,347,0.0
4450,6188,15,2000.0,347,0.25
4451,913,15,1996.0,104,0.25
4452,9292,23,1996.0,224,0.0
4453,966,11,1991.0,224,0.16
4454,2597,10,1997.0,177,0.35
4455,8687,26,2009.0,359,0.2
4456,4676,26,2009.0,272,0.41
4457,6652,17,2010.0,6,0.18
4458,8983,7,2005.0,488,0.34
4459,9394,16,2007.0,63,0.0
4460,454,15,2001.0,4,0.24
4461,7191,4,2007.0,525,0.41
4462,7592,4,2007.0,21,0.4
4463,11334,19,2009.0,275,0.19
4464,5400,29,2004.0,488,0.34
4465,4607,16,2002.0,275,0.0
4466,3747,15,2000.0,456,0.24
4467,6620,7,2004.0,512,0.0
4468,643,4,2010.0,488,0.26
4469,10917,7,2003.0,359,0.34
4470,8333,6,2003.0,488,0.31
4471,9295,0,,53,0.41
4472,9544,16,2003.0,347,0.0
4473,2004,4,2010.0,304,0.41
4474,7975,28,,545,0.26
4475,4708,17,2012.0,525,0.26
4476,10227,7,2002.0,137,0.34
4477,713,6,2003.0,296,0.31
4478,2106,28,2012.0,85,0.28
4479,2813,7,2002.0,359,0.34
4480,7441,6,2004.0,488,0.31
4481,6635,16,2005.0,53,0.36
4482,8705,16,2009.0,456,0.0
4483,6694,21,1996.0,446,0.0
4484,6745,26,2007.0,488,0.4
4485,5999,16,2005.0,347,0.0
4486,10346,4,2010.0,275,0.0
4487,6458,16,2002.0,325,0.21
4488,4717,26,2011.0,525,0.41
4489,8991,16,2007.0,488,0.36
4490,2440,19,2007.0,53,0.19
4491,5640,4,2006.0,359,0.16
4492,9099,29,2002.0,21,0.35
4493,7849,26,2009.0,304,0.41
4494,1486,6,2004.0,359,0.26
4495,296,17,2010.0,446,0.19
4496,9721,2,2011.0,504,0.2
4497,2350,4,2009.0,494,0.39
4498,7471,16,2003.0,456,0.21
4499,5446,10,2001.0,138,0.41
4500,6669,6,2004.0,138,0.31
4501,12,16,2008.0,21,0.17
4502,8932,15,2001.0,494,0.24
4503,8192,29,2001.0,138,0.32
4504,3237,6,2005.0,488,0.31
4505,2923,13,2013.0,138,0.01
4506,9781,16,2005.0,126,0.36
4507,10489,18,2014.0,525,0.13
4508,10980,4,2010.0,488,0.41
4509,6733,21,1996.0,446,0.0
4510,6428,29,2003.0,138,0.4
4511,6999,13,2016.0,21,0.22
4512,7996,30,2015.0,213,0.35
4513,6361,26,2010.0,138,0.38
4514,825,16,2003.0,138,0.21
4515,5930,27,2016.0,323,0.18
4516,5369,15,2001.0,456,0.24
4517,8758,18,2014.0,465,0.16
4518,10226,16,2000.0,137,0.21
4519,646,0,1981.0,21,0.4
4520,4394,16,2004.0,347,0.21
4521,8111,4,2009.0,430,0.28
4522,10028,6,2002.0,60,0.31
4523,5763,6,2003.0,85,0.18
4524,11098,23,1994.0,144,0.0
4525,50,26,2010.0,138,0.23
4526,536,17,2010.0,362,0.12
4527,8934,28,2012.0,494,0.21
4528,9818,6,2004.0,577,0.31
4529,3566,16,2009.0,53,0.15
4530,4222,16,2003.0,246,0.21
4531,4213,26,2010.0,21,0.24
4532,1568,28,2007.0,138,0.35
4533,11069,10,1998.0,325,0.28
4534,5956,10,1997.0,359,0.25
4535,5655,13,2012.0,494,0.15
4536,7160,4,2008.0,525,0.39
4537,1333,4,2006.0,275,0.33
4538,6538,26,,530,0.4
4539,2877,16,2004.0,456,0.36
4540,2923,26,2013.0,138,0.0
4541,2838,16,2003.0,460,0.21
4542,1625,15,1996.0,456,0.1
4543,86,4,2009.0,87,0.37
4544,6001,16,2001.0,347,0.09
4545,11442,17,2012.0,275,0.21
4546,2008,17,2007.0,138,0.16
4547,9593,19,2006.0,525,0.17
4548,6033,16,2008.0,138,0.21
4549,1935,16,2006.0,465,0.07
4550,5886,13,2006.0,323,0.02
4551,5177,30,2014.0,549,0.23
4552,5447,7,2002.0,138,0.33
4553,6317,26,2009.0,138,0.39
4554,2217,28,2008.0,126,0.39
4555,574,6,2002.0,53,0.31
4556,1224,27,2012.0,21,0.21
4557,9503,17,2010.0,126,0.27
4558,5901,29,2003.0,325,0.33
4559,1231,4,2009.0,21,0.37
4560,7191,26,2007.0,525,0.39
4561,10103,4,2011.0,525,0.24
4562,600,16,2009.0,21,0.21
4563,6528,15,1997.0,10,0.24
4564,8749,18,2014.0,21,0.18
4565,8171,16,2005.0,446,0.21
4566,7266,19,2007.0,126,0.15
4567,4673,19,2006.0,488,0.11
4568,6624,4,2006.0,109,0.39
4569,6695,21,1997.0,446,0.0
4570,1807,19,2011.0,63,0.0
4571,6398,7,2002.0,138,0.33
4572,765,4,2009.0,109,0.22
4573,765,19,2009.0,109,0.13
4574,10709,4,2008.0,465,0.23
4575,9958,16,2007.0,545,0.21
4576,5728,6,2001.0,85,0.14
4577,5115,17,2009.0,549,0.24
4578,53,16,2006.0,137,0.35
4579,6510,16,2005.0,494,0.21
4580,5697,7,2003.0,138,0.33
4581,10059,29,2003.0,138,0.31
4582,3803,28,2009.0,21,0.23
4583,2296,16,2003.0,456,0.21
4584,10154,15,1999.0,456,0.24
4585,9428,23,1991.0,347,0.0
4586,7736,15,1998.0,413,0.24
4587,4155,2,2013.0,430,0.22
4588,10351,7,2005.0,21,0.33
4589,10385,28,2011.0,494,0.15
4590,3003,6,2004.0,359,0.0
4591,1677,4,2008.0,545,0.39
4592,5690,26,2007.0,138,0.34
4593,11356,19,2007.0,275,0.03
4594,1552,15,1997.0,413,0.24
4595,287,16,2003.0,17,0.21
4596,808,15,2003.0,199,0.23
4597,7696,20,2012.0,206,0.22
4598,3949,4,2010.0,138,0.2
4599,4174,4,2006.0,525,0.38
4600,8995,4,2009.0,488,0.42
4601,6321,15,2001.0,138,0.23
4602,3719,21,1997.0,133,0.0
4603,2698,29,2004.0,198,0.32
4604,11342,6,2005.0,275,0.3
4605,4195,16,2003.0,488,0.21
4606,552,16,2007.0,488,0.21
4607,9435,16,2002.0,53,0.21
4608,6734,26,2007.0,446,0.33
4609,317,16,2004.0,566,0.35
4610,10726,28,2010.0,446,0.19
4611,9087,6,2004.0,525,0.3
4612,5613,4,2009.0,488,0.37
4613,5183,6,2004.0,21,0.3
4614,4457,15,1998.0,490,0.23
4615,6367,19,2005.0,138,0.39
4616,401,15,1999.0,456,0.0
4617,8823,4,2007.0,501,0.39
4618,5992,19,2008.0,347,0.0
4619,9704,29,2002.0,53,0.35
4620,4579,16,2004.0,275,0.0
4621,3560,4,2010.0,85,0.2
4622,9744,16,2003.0,488,0.21
4623,8122,10,1998.0,325,0.35
4624,6460,10,2000.0,325,0.34
4625,2395,10,2001.0,359,0.34
4626,4603,10,1999.0,275,0.0
4627,465,10,2000.0,4,0.34
4628,4486,7,2004.0,138,0.32
4629,3735,17,2010.0,292,0.19
4630,11094,18,2015.0,66,0.09
4631,5358,16,2008.0,456,0.35
4632,2208,30,2014.0,126,0.24
4633,1852,29,2004.0,275,0.32
4634,5726,7,2004.0,85,0.32
4635,873,28,2006.0,525,0.36
4636,9308,23,1995.0,347,0.0
4637,9819,6,2004.0,577,0.3
4638,1192,16,2008.0,21,0.21
4639,9533,4,2010.0,347,0.0
4640,3951,7,2005.0,138,0.32
4641,4679,26,2009.0,272,0.39
4642,10180,16,2007.0,288,0.2
4643,9227,4,2009.0,525,0.35
4644,1594,28,2005.0,446,0.36
4645,5754,15,2001.0,85,0.14
4646,6070,26,2008.0,21,0.39
4647,918,16,2002.0,529,0.2
4648,5056,7,2005.0,446,0.32
4649,1323,16,2005.0,275,0.18
4650,10305,17,2010.0,525,0.21
4651,3986,4,2008.0,430,0.22
4652,4387,15,1998.0,275,0.02
4653,4627,6,2001.0,488,0.3
4654,832,29,2006.0,138,0.31
4655,11392,26,2007.0,359,0.18
4656,2379,29,2006.0,488,0.31
4657,9086,19,2009.0,288,0.21
4658,6334,19,2010.0,494,0.39
4659,346,27,2015.0,359,0.19
4660,4242,2,2016.0,359,0.16
4661,3949,17,2010.0,138,0.13
4662,3226,26,2011.0,347,0.16
4663,10831,17,2011.0,488,0.16
